"productId","productName","imageIndex","isPrimary","url","status","httpStatus","contentType","error"
"8FU87FtjkrI5InzYeKK8","Baktersol K","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764322467656-Baktersol-K.jfif?alt=media&token=a1687de6-9b30-4f58-b7e3-db3496aa0766","unavailable","402","application/json; charset=UTF-8",""
"lurXfguXVpDmmM9bwzFn","Baktersol N","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764322240081-baktersol-N-gvpj.jpg?alt=media&token=fe07c1bd-00fa-4d39-b3a7-635d512109a8","unavailable","402","application/json; charset=UTF-8",""
"2T9FPfFaF9C4UpvfETSg","Baktersol P","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764322358156-Baktersol-P.jfif?alt=media&token=26376beb-2c2a-40af-b0d2-0772a9f55215","unavailable","402","application/json; charset=UTF-8",""
"MiKMvGbFKhRF7OkBXsEs","Balb","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762513795297-balb.webp?alt=media&token=2053d5dd-c7d1-4e65-bb82-c04aceb3e136","unavailable","402","application/json; charset=UTF-8",""
"pIIbUG6mA54m9aG4bo21","Basar","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762509079148-basar%20galenika.webp?alt=media&token=2ef5fda1-231f-4f58-858c-a798d5fa8d33","unavailable","402","application/json; charset=UTF-8",""
"DKrX4SX2xHbZ5WMLr4Kd","Bioflex L","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741767545737-2.jpg?alt=media&token=215c2955-15ac-4c57-bcfd-922a3e05a995","unavailable","402","application/json; charset=UTF-8",""
"d7YBRbXb3ejQXSVPZ72o","Bioflex-P","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741769137684-FITOFERT-BIOFLEX-P.jpg?alt=media&token=44b44901-c4a8-4616-a5e1-41179fe48399","unavailable","402","application/json; charset=UTF-8",""
"UMrtitS5K3pyZ4oUxVWe","Bombardier ","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1740857441462-bombardier.png?alt=media&token=7dbc6b05-c1f8-4205-9a57-c8d8f3c70dff","unavailable","402","application/json; charset=UTF-8",""
"WyLsnO6jwuYpQaJTPxKh","Bonaca","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762509214505-bonaca.webp?alt=media&token=ba128ba1-a418-4d8c-bc28-23cdc8fec916","unavailable","402","application/json; charset=UTF-8",""
"XNzxoPj9v6NXNTXwTtsN","Bor-Amin 150","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741768702661-FITOFERT-BOR-AMIN-150.jpg?alt=media&token=5ff8acc3-4a12-46e4-95eb-8e55e8c2eb5e","unavailable","402","application/json; charset=UTF-8",""
"7F73aOyNTeqwiPr1Ix02","Bordovska Čorba","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762513971853-Bordovska-Corba.webp?alt=media&token=b0973c42-2c52-42f9-9e33-576e9ac62fd4","unavailable","402","application/json; charset=UTF-8",""
"z6FUbLhHHTp1k4W19low","Bormax 20","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741768654621-FITOFERT-BOR-MAX-20.jpg?alt=media&token=7829432c-52da-4c13-bc3d-437dce9a9791","unavailable","402","application/json; charset=UTF-8",""
"qUKozxFkfWZfxUC7lpCN","Brexil Mix","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764234700837-brexil%20mix.jpg?alt=media&token=fdcdae15-35c8-494a-9bf5-8f6ea7627db7","unavailable","402","application/json; charset=UTF-8",""
"GfyQWcOuWtJVJtHoOM6K","Ca-Apple","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741768290524-6.jpg?alt=media&token=1d7df213-426d-4f66-a9cc-444446e49098","unavailable","402","application/json; charset=UTF-8",""
"MPCs4RDTWKi5ZtSwP4n1","Cal-Amino 15","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741767826444-3.jpg?alt=media&token=96b17e4d-1249-43d5-96b3-24ac6c924046","unavailable","402","application/json; charset=UTF-8",""
"hHIahP2fqYxKkIfjjB25","Calcium Organo 30","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741767955077-fitofert-calcium-organo-30.jpg?alt=media&token=84eb45a4-2ad6-4560-a444-8bd620dbf84b","unavailable","402","application/json; charset=UTF-8",""
"3VCbrd187BXxfkqiW3Jr","Celer rebraš Tango F1","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762588175723-tango%20celer.jpg?alt=media&token=dcd14e15-65b4-47ed-a026-3cf4a9dd471f","unavailable","402","application/json; charset=UTF-8",""
"3VCbrd187BXxfkqiW3Jr","Celer rebraš Tango F1","1","false","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762588177535-tango%202.jpg?alt=media&token=c7a08b97-aac9-4a8f-aabc-f8c38fb29e34","unavailable","402","application/json; charset=UTF-8",""
"3VCbrd187BXxfkqiW3Jr","Celer rebraš Tango F1","2","false","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762588180862-tango%20kesica.jpg?alt=media&token=d8a05fdb-5b20-492d-94b6-2750bf99393e","unavailable","402","application/json; charset=UTF-8",""
"HFDws1BTGIbjNVLBTqWM","Cink Organo 14","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741768898714-FITOFERT-CINK-ORGANO-14.jpg?alt=media&token=ffc6f973-a7f5-4311-b4b8-a66c48dfed91","unavailable","402","application/json; charset=UTF-8",""
"YY6zvn61rSAj9ddiZPfF","Cipkord","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1761989652563-cipkord.jpeg?alt=media&token=02c93d4f-bd82-4c68-becb-cf63a141b432","unavailable","402","application/json; charset=UTF-8",""
"xKSEDTdCV8YUSYd7ZC08","Combivit Complex 14","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741769008688-FITOFERT-COMBIVIT-COMPLEX-14.jpg?alt=media&token=a8257d8b-d724-4409-bd6d-9b086ae81057","unavailable","402","application/json; charset=UTF-8",""
"YBwOXrwXTOG1HzqblE9J","Cosavet 80-DF","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762514942449-COSAVET-80-DF-sumpor-800-g-kg-1-kg.webp?alt=media&token=a9f3e9bd-39ff-4ef5-83d9-4cce4d6b165a","unavailable","402","application/json; charset=UTF-8",""
"Ltu4RiiSAWdxELKALRrA","Cuprozin 35 WP","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762515433466-cuprozin.jpg?alt=media&token=df5c0d9f-91f3-4605-a2f9-4c763040fbc7","unavailable","402","application/json; charset=UTF-8",""
"ZkANUFSC6DvRLezIovjp","Detektor","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762509391834-detektor1.jpg?alt=media&token=fbd83c00-3a15-4140-9024-f3f9e3aac158","unavailable","402","application/json; charset=UTF-8",""
"KoCWGD7Hhm5ucwGQnn4b","Energy Active 15-5-33","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741718362400-FITOFERT-ENEGRY-ACTIVE-2022-900x450px.png?alt=media&token=12b65798-78b5-4544-be2d-f1566da0ed56","unavailable","402","application/json; charset=UTF-8",""
"Ds3cA9L0hpLdNhCl6zfH","Energy Balance 20-10-20","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741718301288-FITOFERT-ENEGRY-BALANCE-2022-900x450px.png?alt=media&token=d9949c00-2028-4859-ae0a-03bfd095363a","unavailable","402","application/json; charset=UTF-8",""
"gZyg7bYHcL6NGWWprJJr","Energy Complete 10-5-20+8CaO+2MgO+ME","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741718591162-FITOFERT-ENEGRY-COMPLETE-2022-900x450px.png?alt=media&token=349c8ed3-5563-4fc6-95c5-40010d8157a0","unavailable","402","application/json; charset=UTF-8",""
"DHJ4DCVy6AWRvF31ljiq","Energy Complete 14-7-15+14CaO+ME","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741718489902-FITOFERT-ENEGRY-COMPLETE-A-2022-900x450px.png?alt=media&token=9cafbff9-79da-48c7-9194-c4b4fa8ecee9","unavailable","402","application/json; charset=UTF-8",""
"UP27buAiIb4lqaQsefHk","Energy Finish 0-10-45","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741718412121-FITOFERT-ENEGRY-FINISH-2022-900x450px.png?alt=media&token=e22b445c-6b43-469a-b423-10b634842de9","unavailable","402","application/json; charset=UTF-8",""
"SFg83vfDGezIRSSSGcdS","Energy Root 5-55-10","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741718153588-FITOFERT-ENEGRY-ROOT-2022-900x450px.png?alt=media&token=bd08ab38-3b3f-40ee-a3c8-a432717ad1d3","unavailable","402","application/json; charset=UTF-8",""
"yVgcQDK0Laa06Q0F1gnj","Etiol ultra","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1761990216611-etiol%20ultra%201.jpg?alt=media&token=dd7cbc18-4d63-4eaa-b4cd-2feaae9d7b08","unavailable","402","application/json; charset=UTF-8",""
"H0IqzXczLgC6t1AXjAif","Ferro Chell 6","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741768805404-FITOFERT-FERRO-CHELL-6.jpg?alt=media&token=38ea0135-18d4-4da3-8e3b-40050a0c7b16","unavailable","402","application/json; charset=UTF-8",""
"PxCq9sHRUAXmcFxTCtxC","Ferro Max 11","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741768756304-FITOFERT-FERRO-MAX-11.jpg?alt=media&token=29985191-a6eb-4bfc-a3ea-eaf093467551","unavailable","402","application/json; charset=UTF-8",""
"b7gxDhGJQyCV7CUG9k5N","Fitofert Fulvimax 80","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741769462190-FITOFERT-FULVIMAX-80.jpg?alt=media&token=b478fe24-1f98-428b-9887-b92f79d90607","unavailable","402","application/json; charset=UTF-8",""
"Chc8tVZWRa9e84rxpprb","Fitofert Humistart ","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741717048991-4022.jpg?alt=media&token=63609cd8-dca4-4ab1-95b7-74e741bc8579","unavailable","402","application/json; charset=UTF-8",""
"i4Lxn3FMTR3dgpyEPmrK","Fitofert Humisuper Plus ","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741717186687-humi-super.jpg?alt=media&token=8b0fd61e-0d3a-404a-ac05-6b72b946abd3","unavailable","402","application/json; charset=UTF-8",""
"u78jZIYyjuX6TuT1YLYw","Fitofert K- Complex 20","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741717710618-k%20complex.jpg?alt=media&token=218a73ce-9bf8-4052-a681-c6c073400292","unavailable","402","application/json; charset=UTF-8",""
"ozPdPNhv2F64CnUA68Lg","Fitofert Liquid 12-4-6","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741717891089-lllll.jpg?alt=media&token=06308814-f8d8-4d89-a5f8-ff6ac374474d","unavailable","402","application/json; charset=UTF-8",""
"MedRlEG3iXuhZUb5ovDm","Fitofert Quatro","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741717476688-quatro.png?alt=media&token=85ea357b-fc71-46ae-a6e6-699bccb72128","unavailable","402","application/json; charset=UTF-8",""
"tYOVktTStykOcYuUg0ug","Flux","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762515555823-flux.webp?alt=media&token=c57f3ffe-cab9-480d-8752-e5f1807f3013","unavailable","402","application/json; charset=UTF-8",""
"THS8GjPCJmHICxgTtaTD","Fortis Active","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764235489364-ACTIVE-OBE-768x559.avif?alt=media&token=547db27c-054d-4665-9fe3-03dde8217356","unavailable","402","application/json; charset=UTF-8",""
"4mVgn7HIyWUdt68tylBx","Fortis Aminorich 70","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764235551486-AMINORICH-OBE-768x559.avif?alt=media&token=cde5ab70-afa7-45dc-9403-08ac81996984","unavailable","402","application/json; charset=UTF-8",""
"9cfAKE36R8SCyaPl2pPs","Fortis Aminostar","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764235202436-AMINOSTAR-OBE-768x559.avif?alt=media&token=f01f6a97-a71d-46c0-9985-61dee1ea9060","unavailable","402","application/json; charset=UTF-8",""
"4Jlb3a6GZ01EBVvrFMDr","Fortis Blossom","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764235359416-BLOSSOM-OBA-768x559.avif?alt=media&token=b0ed7484-b677-42cf-a270-87e9566d71f9","unavailable","402","application/json; charset=UTF-8",""
"mQEyAgcbpHQQWGqoYUtC","Fortis Koren Max","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764235423582-KOREN-MAX-OBE-768x559.avif?alt=media&token=b9e92aa5-110a-44db-97c1-a91ec3612803","unavailable","402","application/json; charset=UTF-8",""
"z2ktIjreQ0WzwodYXMoq","Frendy - Complete Stix 200gr","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741593274855-Frendy-complete-stix.png?alt=media&token=247ea64a-fd4e-4bac-86f6-7bdee8fce775","unavailable","402","application/json; charset=UTF-8",""
"bq0BUGEc3tzxKkNQvlb8","Frendy - Štapići za dresuru 920gr","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741593465243-Frendy-stapici-za-dresuru.png?alt=media&token=f030ae67-76cc-4cfb-9efd-f89c506bbf8b","unavailable","402","application/json; charset=UTF-8",""
"5zt1dqUW5R1q13zTAkDM","Frendy hrana za pse - Active menu ćuretina 10kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741546760204-factive.png?alt=media&token=e453b260-887f-4d2b-9682-b30cd643ce94","unavailable","402","application/json; charset=UTF-8",""
"x85Ed2WOgKogtc7zOpFe","Frendy hrana za pse - Active menu ćuretina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741546811414-factive.png?alt=media&token=fb7da990-fbc0-4892-91cb-c414bcd52b1b","unavailable","402","application/json; charset=UTF-8",""
"zXC5yqs0Rnt3bfEvJbGe","Frendy hrana za pse - Active menu ćuretina 3kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741546695796-factive.png?alt=media&token=92aabb20-afea-4ebe-98bb-a7f9cde74f5e","unavailable","402","application/json; charset=UTF-8",""
"q4fP4Qft44AjmKz4Mt2Q","Frendy hrana za pse - Adult menu ćuretina 10kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741547177045-fadult.png?alt=media&token=958f28ff-53dd-4c51-aa57-c91fece027e5","unavailable","402","application/json; charset=UTF-8",""
"duYPVr7tepQP1Q7soFQN","Frendy hrana za pse - Adult menu ćuretina 1kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741547014234-fadult.png?alt=media&token=62a5fb20-c0e3-4233-beaa-b27b40052c39","unavailable","402","application/json; charset=UTF-8",""
"cAFyWWOi38Kf9lOXHRdV","Frendy hrana za pse - Adult menu ćuretina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741547234730-fadult.png?alt=media&token=721fa536-f759-407d-9b07-2b18255e0cfa","unavailable","402","application/json; charset=UTF-8",""
"k9vTjYj8fAX8vYhjiAps","Frendy hrana za pse - Adult menu ćuretina 3kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741547074754-fadult.png?alt=media&token=4547f1ad-e87f-4139-9c65-6a761d146345","unavailable","402","application/json; charset=UTF-8",""
"IjJBbJO2KvTUEWZVvGZ6","Frendy hrana za pse - Complete menu ćuretina 10 kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741544268886-f1.png?alt=media&token=160a561a-2c22-4795-9917-12792bf818bf","unavailable","402","application/json; charset=UTF-8",""
"ENNvXATBQMynIXRCP0x0","Frendy hrana za pse - Complete menu ćuretina 1kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545019033-f1.png?alt=media&token=e5492d9e-28dc-422b-832a-a7ccbf44b570","unavailable","402","application/json; charset=UTF-8",""
"oHc6NAIjcjhnGjcbOdUM","Frendy hrana za pse - Complete menu ćuretina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545163621-f1.png?alt=media&token=d2b569f7-5982-446a-a1eb-5dfbc85fa02a","unavailable","402","application/json; charset=UTF-8",""
"XBaTrQBPZgWuSy2rBiku","Frendy hrana za pse - Complete menu ćuretina 3kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545071457-f1.png?alt=media&token=9083d499-2868-4ede-9b5d-63c59f550a6b","unavailable","402","application/json; charset=UTF-8",""
"jIur7n58vwDmfZcH4Arf","Frendy hrana za pse - Complete menu govedina 10kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545753963-f1.png?alt=media&token=19ddb584-c84d-4c3f-87b4-a26e11709659","unavailable","402","application/json; charset=UTF-8",""
"RE92BxGO0HS6mqcvt1hq","Frendy hrana za pse - Complete menu govedina 1kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545655220-f1.png?alt=media&token=56c0f860-7995-4b5a-a697-67e71d18508d","unavailable","402","application/json; charset=UTF-8",""
"Y26jcVcl4In6KIgtwNUH","Frendy hrana za pse - Complete menu govedina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545807609-f1.png?alt=media&token=32f97590-a668-45c2-bbab-2b64b4935c5c","unavailable","402","application/json; charset=UTF-8",""
"s0NsvNycq7t6edlmxtmJ","Frendy hrana za pse - Complete menu govedina 3kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545703665-f1.png?alt=media&token=1128ab93-27ba-4fac-bf7e-ef0367a2efa2","unavailable","402","application/json; charset=UTF-8",""
"oyLY97OhZtPinCFWMo50","Frendy hrana za pse - Complete menu jagnjetina 10kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545559258-f1.png?alt=media&token=851c51fa-9ceb-410d-95cf-a1f72bf1881c","unavailable","402","application/json; charset=UTF-8",""
"7rgEMu9i57n4IkVfouzB","Frendy hrana za pse - Complete menu jagnjetina 1kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545468401-f1.png?alt=media&token=8cc81490-6ad9-40a6-911b-7c550457e518","unavailable","402","application/json; charset=UTF-8",""
"NniioWoA1dETlNASoM3K","Frendy hrana za pse - Complete menu jagnjetina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545605947-f1.png?alt=media&token=2e365250-2f44-4e8e-b5b0-3fab98c44013","unavailable","402","application/json; charset=UTF-8",""
"fxjZdO3Iwie3zR3ddOAr","Frendy hrana za pse - Complete menu jagnjetina 3kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545515471-f1.png?alt=media&token=78cf20a4-7e20-4eeb-888f-b7bde0eed4b7","unavailable","402","application/json; charset=UTF-8",""
"oHwIbvY6WJW5iq5VaKb5","Frendy hrana za pse - Complete menu piletina 10kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545321208-f1.png?alt=media&token=68e96f48-d51b-46e8-8938-41ff15cbe196","unavailable","402","application/json; charset=UTF-8",""
"E0yLHi8hUWnyy181qpuf","Frendy hrana za pse - Complete menu piletina 1kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545118806-f1.png?alt=media&token=c12fc395-5ee7-42a0-ae70-d9f982638345","unavailable","402","application/json; charset=UTF-8",""
"psR5MNkRBKDbrIGFQhf3","Frendy hrana za pse - Complete menu piletina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545369934-f1.png?alt=media&token=2c5dc38c-d670-4543-b60d-8bec17f6a683","unavailable","402","application/json; charset=UTF-8",""
"8hZ6RRhduyzsgAS5SvAR","Frendy hrana za pse - Complete menu piletina 3kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741545275088-f1.png?alt=media&token=6c76b8dc-baf6-43a3-8387-dada0f88e311","unavailable","402","application/json; charset=UTF-8",""
"9TsfQzvdS9Z1gKkRoINb","Frendy hrana za pse - Hunter menu ćuretina 10kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741548005857-fhunter-3D-solo.png?alt=media&token=afacc15c-7147-4778-9cb6-232c6ed3861c","unavailable","402","application/json; charset=UTF-8",""
"RsxM18wNoRcjmwK6mW6h","Frendy hrana za pse - Hunter menu ćuretina 20kg","0","true","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741548055203-fhunter-3D-solo.png?alt=media&token=43964609-fa40-4587-8a58-cf8bf4923ef8","unavailable","402","application/json; charset=UTF-8",""
