"productId","name","category","subcategory","manufacturer","price","onDiscount","discountPrice","description","images"
"K0QgAu9OhF8ZiV9BNSmT","Bacilomix Biotic B","Ishrana bilja","Mikrobiološka đubriva","Bacilomix","1","false","","BIOTIC B je 100% organski preparat za SVE POVRTARSKE KULTURE, pogodan za primenu u konvencionalnoj i organskoj proizvodnji!

Stimuliše klijanje, ukorenjavanje i rast biljaka.100
Poboljšava mikrobiološku strukturu zemljišta.100
Održava biljku zdravom tokom cele vegetacije.100
Povećava otpornost biljaka na stres.100
Snabdeva biljku azotom, fosforom, kalijumom i sumporom.

ZA TRETMAN SEMENA
Prvi tretman se preporučuje odmah po setvi semena u kontejnere zalivanjem u dozi 0,5-1% (50-100ml u 10L vode) ili potapanjem lukovica i krtola u 10% rastvor preparata.

ZA TRETMAN ZEMLJIŠTA
BIOTIC B je odličan STARTER I OPLEMENJIVAČ ZEMLJIŠTA, te se zbog toga, neposredno pre setve ili rasađivanja, zemljište isprska sa 1-1,5 L/ha preparata, a potom se setvospremira, ili se sistemom kap po kap odmah po rasađivanju biljaka unese 1-1,5 L/ha.

ZA FOLIJARNI TRETMAN
Izvodi se prskanjem samostalno ili sa pesticidima u količini od 1-3 L/ha, primenjvanjem više puta u toku vegetacije 0,5-1% rastvorom.

ZALIVANJE SISTEMOM KAP PO KAP
Po rasađivanju biljaka pa do kraja vegetacije, redovnim zalivanjem sistemom kap po kap, u količini 1-1,5 L/ha na godišnjem nivou, u intervalima 10-14 dana.","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764233425155-BioticHome.png?alt=media&token=0a4b8362-66b8-41d7-8ee8-39d31091e25b"
"36L0zycmIu0oJ9OBKWYd","Bacilomix Botrix B","Ishrana bilja","Mikrobiološka đubriva","Bacilomix","1","false","","za voćarske kulture i vinovu lozu
BOTRIX B je polivalentan mikrobiološki preparat koji sadrži efektivne sojeve mikroorganizama, Bacillus subtilis soj BS 2, Bacillus subtilis soj BS 10, i Bacillus subtilis soj BS 20.

Oni imaju izraženu moć kompeticije sa autohtonom mikrobnom populacijom, visok stepen sposobnosti preživljavanja i adaptacije na novonastale uslove u kojima treba da ostvari svoju najbolju efektivnost. Osim živih bakterijskih ćelija preparat sadrži i stimulatore rasta biljaka mikrobiološkog porekla: gibereline, auksine, citokinine, vitamine i druge materije rasta.

ZA TRETMAN ZEMLJIŠTA
BOTRIX B je odličan STARTER zbog visoke koncentracije bakterijskih ćelija koje proizvode stimulatore rasta, biljne hormone i vitamine.

Preporuka je da se primeni nakon sadnje biljaka ili na početku vegetacije zalivanjem sistemom kap po kap u količini od 3l/ha.

ZA FOLIJARNI TRETMAN
Izvodi se prskanjem samostalno ili sa pesticidima u količini od 2l/ha, a po potrebi i u većim koncentracijama od 0,5 do 1%.

Prvi tretman preparatom Botrix B se preporučuje na početku vegetacije. Sa primenom je potrebno nastaviti više puta do samog kraja vegetacije, a SPECIJALNO u osetljivim fenološkim fazama biljaka i u stresnim uslovima izazvanim biotičkim i abiotičkim faktorima radi bržeg oporavka (antistres korektor)","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764233310283-BotrixHome.png?alt=media&token=1df2d830-8b0d-40a9-b5cb-33c300252309"
"WtXAyhkz7iKVnjXcKPpF","Bacilomix Gramino B","Ishrana bilja","Mikrobiološka đubriva","Bacilomix","1","false","","GRAMINO B za ratarske kulture!
GRAMINO B je polivalentan mikrobiološki preparat koji sadrži efektivne sojeve mikroorganizama, koji imaju izraženu moć kompeticije sa autohtonom mikrobnom populacijom, visok stepen sposobnosti preživljavanja i adaptacije na novonastale uslove u kojima treba da ostvari svoju najbolju efektivnost. Osim živih bakterijskih ćelija preparat sadrži i stimulatore rasta biljaka mikrobiološkog porekla – gibereline, auksine, citokinine, vitamine i druge.

Stimuliše klijanje, ukorenjavanje i rast biljaka.100
Poboljšava mikrobiološku strukturu zemljišta.100
Održava biljku zdravom tokom cele vegetacije.100
Povećava otpornost biljaka na stres.100
Razlaže žetvene ostatke.100
Snabdeva biljku azotom, fosforom, kalijumom, sumporom, gvožđem i neophodnim mikroelementima.30
","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764233084810-GraminoHome.png?alt=media&token=f15d2b4e-17e3-4996-8a9e-b868ac28bd5b"
"lGmVEKyMZW8txDVWnUZd","Bacilomix Orginal","Ishrana bilja","Mikrobiološka đubriva","Bacilomix","1","false","","Supermoći Bacillomix Originala
100% prirodan mikrobiološki biostimulator i oplemenjivač zemljišta, sa povećanim sadžajem živih bakterijskih ćelija dobijenih iz 12 moćnih Bacillus sp. sojeva.

Stimuliše klijanje, ukorenjavanje i rast biljaka.100
Poboljšava mikrobiološku strukturu zemljišta.100
Održava biljku zdravom tokom cele vegetacije.100
Povećava otpornost biljaka na stres.100
Razlaže žetvene ostatke.100
Snabdeva biljku azotom, fosforom, kalijumom i sumporom.

BROJ TRETIRANJA U TOKU VEGETACIJE: od jedan do deset i više puta u zavisnosti od načina primene.

Primenjuje se kao 0,5 i 1% rastvor za FOLIJARNO tretiranje svih biljaka, kao STARTER za sve biljke i zemljišni OPLEMENJIVAČ unošenjem u zemlju inkorporacijom, ZALIVANJEM sistemima kap po kap, dok se za tretman semena i kod rasađivanja rasada može koristiti u koncetracijama i do 10%. Može se primenjivati u konvencionalnoj i organskoj poljoprivrednoj proizvodnji.","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764232970494-bacilomix%20orginal.png?alt=media&token=81a640fb-a5d6-4f95-989c-c27a0b1de95f"
"GSsozjuvGXarcfxnRg0v","Bacilomix Razor B","Ishrana bilja","Mikrobiološka đubriva","Bacilomix","1","false","","za razlaganje žetvenih ostataka
RAZOR B je polivalentan mikrobiološki preparat koji sadrži efektivne sojeve mikroorganizama, koji imaju izraženu moć kompeticije sa autohtonom mikrobnom populacijom, kao i visok stepen sposobnosti preživljavanja i adaptacije na novonastale uslove u kojima treba da ostvari svoju najbolju efektivnost.

Bakterijski sojevi koji ulaze u sastav preparata su mineralizatori humusa, polisaharida, proteina, ugljovodonika i drugih organskih materija.
UPOTREBA: RAZOR B se primenjuje kao rastvor za tretiranje zemljišta, žetvenih ostataka ratarskih i povrtarskih kultura, ostataka voća i vinove loze nakon orezivanja i berbe, ostataka cveća i na početku kompostiranja svih ostataka iz poljoprivredne proizvodnje, u količini od 1–1,5l/ha u zavisnosti od biljne kulture.
","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764233164172-RazorHome.png?alt=media&token=bfecd4db-25e4-42eb-aa69-7ef4da73647f"
"hSVW4ECh1dhyArEIlACt","Bacilomix Semennops ","Ishrana bilja","Mikrobiološka đubriva","Bacilomix","1","false","","SEMENNOPS ZA TRETMAN SEMENA I SADNOG MATERIJALA
Snažan start za pun prinos sa SemennOps preparatom koji se koristi u proizvodnji ratarskih, povrtarskih i voćarskih biljnih vrsta, kao i u cvećarstvu.","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764232849470-SemennopsHome.png?alt=media&token=0ac67de2-443c-401e-9494-07093052bedc"
"MYPPoBSev5cTeUJ28a5u","Bakarni Oksihlorid","Zaštita bilja","Fungicidi","Galenika Fitofarmacija","1","false","","Opis
Preventivni fungicid širokog spektra delovanja za suzbijanje prouzrokovača bolesti u jabučastom i koštičavom voću, vinovoj lozi, ratarstvu i povrtarstvu
Proizvođač
GALENIKA-FITOFARMACIJA a.d.
Aktivne Materije
50% bakra iz bakar-oksihlorida
Formulacija
kvašljivi prašak - WP
Delovanje
Delovanje bakar-oksihlorida zasniva se na aktivnosti Cu2+ katjona. Pri primeni bakarni-oksihlorid oslobađa Cu2+ koji prodire u spore gljiva i inhibira enzimske procese. Gljive ne mogu da razviju rezistentnost na bakarne preparate zbog njihovog višestrukog mehanizma delovanja. Pored fungicidnog bakarni-oksihlorid ispoljava i sporedno baktericidno delovanje.
Karenca
28 dana - vinova loza
14 dana - hmelj, krompir,paradajz, karfiol, brokoli, rotkvica, slačica
10 dana - plavi patlidžan (na otvorenom)
5 dana - pasulj, grašak, boranija, tikvice
3 dana - plavi patlidžan (u zatvorenom), tikva, dinja, bundeva, lubenica
obezbeđena vremenom primene - voćnjaci
Koncentracija
0,5-0,75%
1.5-3 kg/ha
Primena
jabuka, kruška, breskva, kajsija, badem, šljiva, višnja, trešnja, vinova loza, hmelj, krompir, paradajz, leska, plavi patlidžan, pasulj, grašak, boranija, karfiol, brokoli, rotkvica, slačica, tikvica, tikva, bundeva, dinja, lubenica
Pakovanje
75 g, 1 kg","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762513710601-bakarni_oksihlorid_50_b.jpg?alt=media&token=2cffa814-d481-4690-b587-8da3e2df0ea1"
"8FU87FtjkrI5InzYeKK8","Baktersol K","Ishrana bilja","Mikrobiološka đubriva","Agritalia","1","false","","SASTAV PROIZVODA:
Mikorize
2%;
Rizosferni mikroogranizmi za mobilizaciju kalijuma
1 x 10¹°/cm³;

Baktersol K je liofilizovano mikrobiološko đubrivo, koje služi za veću mobilnost kalijuma.
Iako ne ulazi u organska jedinjenja biljaka, kalijum je jedan od najznačajnijih elemenata, koji igra veoma važnu ulogu u biljnoj proizvodnji.
Organske kiseline i enzimi koji nastaju kao produkt upotrebe Baktersol K čine blokiran kalijum dostupnim i omogućavaju povećan prinos i bolji kvalitet gajenih biljaka.
Primenjuje se folijarno, inkorporacijom u zemljište u gajenju svih biljnih kultura, pre kao i nakon izvršene setve, odnosno sadnje, tokom cele vegetacije.
Opšta preporuka je 25-50g/ha","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764322467656-Baktersol-K.jfif?alt=media&token=a1687de6-9b30-4f58-b7e3-db3496aa0766"
"lurXfguXVpDmmM9bwzFn","Baktersol N","Ishrana bilja","Mikrobiološka đubriva","Agritalia","1","false","","SASTAV PROIZVODA:
Mikorize
2%;
Rizosferni mikroorganizmi za usvajanje azota
1 x 10¹°/cm³.
Baktersol N je liofilizovano mikrobiološko đubrivo koje čine slobodni azotofiksatori.
70% vazduha čini azot N2 koji slobodni azotofiksatori transformišu u oblik pristupačan gajenim biljkama.
Baktersol N pomaže biljci da usvoji i do 60 kg azota po hektaru što
omogućava značajno smanjenje upotrebe veštačkih azota.
Koristi se u proleće, u periodu koji prethodi fazi vegetacije kada biljke počinju da imaju intenzivnu potrebu za azotom.
Opšta preporuka je 25-50g/ha.
 ","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764322240081-baktersol-N-gvpj.jpg?alt=media&token=fe07c1bd-00fa-4d39-b3a7-635d512109a8"
"2T9FPfFaF9C4UpvfETSg","Baktersol P","Ishrana bilja","Mikrobiološka đubriva","Agritalia","1","false","","SASTAV PROIZVODA:
Mikorize
2%;
Rizosferni mikroorganizmi za razlaganje fosfora
1 x 10¹°/cm³;

Baktersol P je Liofilizovano mokrobiološko đubrivo koje razlaže fosfor koji se već nalazi u zemljištu ili je blokiran.
Fosfor je jedan od najvažnijih hranljivih elemenata, čiji nedostatak direktno utiče na smanjen rast i razvoj biljaka.
Mikroorganizmi u Baktersolu P igraju značajnu ulogu u rastvaranju i lakšem usvajanju fosfora.
Primenjuje se folijarno, inkorporacijom u zemljište u gajenju svih biljnih kultura, pre kao i nakon izvršene setve, odnosno sadnje, tokom cele vegetacije.
Opšta preporuka je 25-50g/ha.","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1764322358156-Baktersol-P.jfif?alt=media&token=26376beb-2c2a-40af-b0d2-0772a9f55215"
"MiKMvGbFKhRF7OkBXsEs","Balb","Zaštita bilja","Fungicidi","Galenika Fitofarmacija","1","false","","Opis
Sistemični fungicid za suzbijanje bolesti u povrtarstvu i cvećarstvu
Proizvođač
GALENIKA-FITOFARMACIJA a.d.
Aktivne Materije
Propamokarb hidrohlorid
Formulacija
koncentrovani rastvor - SL
Delovanje
Balb je sistemični fungicid koji sadrži aktivnu supstancu propamokarb-hidrohlorid iz grupe karbamata. Zahvaljujući dobrom usvajanju putem korena, kao i izraženoj transportabilnosti ksilemom u nadzemne delove, preparat Balb predstavlja osnovu zaštite rasada povrća od gljivičnih prouzrokovača bolesti. Svoj mehanizam delovanja ispoljava inhibicijom sinteze fosfolipida i masnih kiselina, što ometa formiranje ćelijskih membrana gljive i dovodi do njihovih uginuća.
Karenca
14 dana - krastavac, tikva, tikvica, dinja, bundeva, lubenica
35 dana - paprika
obezbeđena vremenom primene - lala
Koncentracija
0,15-0,3%
Primena
krastavac, tikva, tikvica, bundeva, dinja, lubenica, paprika, lala
Pakovanje
100 ml","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762513795297-balb.webp?alt=media&token=2053d5dd-c7d1-4e65-bb82-c04aceb3e136"
"pIIbUG6mA54m9aG4bo21","Basar","Zaštita bilja","Herbicidi","Galenika Fitofarmacija","1","false","","Opis
Selektivni herbicid za suzbijanje jednogodišnjih travnih i širokolisnih korova u usevu kukuruza, soje, šećerne repe, suncokreta
Proizvođač
GALENIKA-FITOFARMACIJA a.d.
Aktivne Materije
S-metolahlor
Formulacija
koncentrat za emulziju - EC
Delovanje
Basar je selektivni herbicid na bazi S-metolahlora iz grupe hloracetamida. Po svojim osobinama ubraja se među aktivne supstance sa najdužim rezidualnim delovanjem u zemljištu. Nakon aplikacije korovi ga usvajaju tokom klijanja i početkom nicanja. Svojim mehanizmom inhibira proces ćelijske deobe i sintezu masnih kiselina, čime se zaustavlja razvoj korova u ranoj fazi.
Karenca
70 dana - silažni kukuruz
Obezbeđena vremenom primene - kukuruz za zrno, soja, šećerna repa, suncokret
Koncentracija
1-1,5 l/ha
Primena
kukuruz, soja, šećerna repa, suncokret
Pakovanje
200 ml, 1 l, 5 l","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1762509079148-basar%20galenika.webp?alt=media&token=2ef5fda1-231f-4f58-858c-a798d5fa8d33"
"DKrX4SX2xHbZ5WMLr4Kd","Bioflex L","Ishrana bilja","Tečna đubriva i biostimulatori","Fertico","1","false","","• Tečno biostimulativno đubrivo visokog stepena efikasnosti
• Formulisano na bazi algi (25%)
• Brzo vidljivi efekti na gajenim biljkama
• Stimuliše vegetativni porast, deobu meristemskih ćelija, kvalitetnije formiranje i nalivanje plodova
• Doprinosi zdravijim i prinosnijim usevima
• Primenjuje se tokom celokupnog vegetacionog perioda
• Primena: Folijarno u koncentraciji od 0.3 % do 1 % (voćarstvo 2-4 l/ha, ratarstvo 1 l/ha, povrtarstvo 0.3 do 0.5%)","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741767545737-2.jpg?alt=media&token=215c2955-15ac-4c57-bcfd-922a3e05a995"
"d7YBRbXb3ejQXSVPZ72o","Bioflex-P","Ishrana bilja","Tečna đubriva i biostimulatori","Fertico","1","false","","• Praškasto biostimulativno đubrivo visoke efikasnosti
• Brzo vidljivi efekti na gajenim biljkama.
• Stimuliše vegetativni porast, deobu meristemskih ćelija, kvalitetnije formiranje i nalivanje plodova
• Doprinosi zdravijim i prinosnijim usevima
• Primenjuje se tokom celokupnog vegetacionog perioda
• Primena: Fertigaciono 1-3 kg/ha

Sadržaj ekstrakta algi: 850 g/kg

","https://firebasestorage.googleapis.com/v0/b/web-shop-model.appspot.com/o/images%2F1741769137684-FITOFERT-BIOFLEX-P.jpg?alt=media&token=44b44901-c4a8-4616-a5e1-41179fe48399"
